,label,left,top,width,height,HITId,AssignmentId,WorkerId,ca,no,tr,fr
7758,Object held in hand,334.0,0.0,753.0,582.0,3BFF0DJK90BA2B4610HK4KV6RJ7STU,3BDCF01OG1TM2463HZCKPZ5CH0HLYX,ADI3J1D1WQIO3,truck,6,hodgepodge,91
7759,Object held in hand,168.0,5.0,904.0,590.0,3AQN9REUUIF0H8KIEG9UH21L5I9DY4,39LOEL67OW4Q7UPWYPAQU0NTOYU83X,ALOYY3E72AQ1K,truck,6,hodgepodge,97
7760,Object held in hand,227.0,0.0,872.0,626.0,3PN6H8C9S7PZLQMFYAVEEGJE2R9DAX,37Q970SNZI7CGBQQPJ2CNY8X29Z1SC,A3E7ZJB271LWC4,truck,6,hodgepodge,103
7761,Object held in hand,132.0,9.0,823.0,774.0,3M7OI89LW1NOTW4Y81JRE5ZAL8B6C4,3JNQLM5FT8LW1JDWOE5PGV472LN2LY,A23K0YTNUJ0GKR,truck,6,hodgepodge,109
7762,Object held in hand,193.0,20.0,834.0,710.0,3XDSWAMB35RH3ENINAXPKAG1L9GQCE,36TFCYNS489VG3X3LIBKET5WYCNXH3,A37O30WLLHE8QT,truck,6,hodgepodge,115
7763,Object held in hand,128.0,0.0,924.0,670.0,3IYI9285XVZ0HRJ5SKDGN94F7EVJCN,36NEMU28XJC2JHTO2AVB4FZL6X8WMC,ADI3J1D1WQIO3,truck,6,hodgepodge,121
7764,Object held in hand,113.0,0.0,948.0,688.0,36FFXPMSUCN5ZALIUPJM6WIHJ06OHG,30BXRYBRP8WGR3SDBDFYCARPPBXWHR,A3E7ZJB271LWC4,truck,6,hodgepodge,127
7765,Object held in hand,539.0,141.0,1183.0,859.0,306W7JMRZ1XSN5VGNGKUNZPJ9IW8BG,3MH9DQ7570BPZ38XW7IF9MURPUXGUZ,A3SSR32EZYJ8QD,truck,7,hodgepodge,1
7766,Object held in hand,638.0,106.0,1241.0,974.0,3SMIWMMK744I9504LAHV65KTGA7UWZ,3IGI0VL64BJ0WQ5MNPJ100BZ8L6ONF,AO5NIGPGAYIAK,truck,7,hodgepodge,7
7767,Object held in hand,531.0,411.0,1389.0,669.0,3D3B8GE8A5QU54F0BD89IFPJASX9PV,3H7Z272LXB6STQE2QCG1C8C0DVDLP2,A32F420NFLF032,truck,7,hodgepodge,13
7768,Object held in hand,755.0,447.0,1032.0,633.0,3OYHVNTV6WXW10MQ0AMJJOY9BHCKOI,37Z929RLGD7DPV2ZR2MMT4RSUS2TSP,ADI3J1D1WQIO3,truck,7,hodgepodge,19
7769,Object held in hand,455.0,409.0,917.0,667.0,306996CF7ZJAC5BVOVBF8P2BVCV1BU,3KMS4QQVK6P5I77QR98VLELHMPNKFX,A1DRCYCS1YAPTR,truck,7,hodgepodge,25
7770,Object held in hand,380.0,254.0,1388.0,826.0,3ZUE82NE1D0I0M7WSI6Q6PG4OGR8F1,3XC1O3LBOWLQLI797TPLHIDX2YRLT0,A1H5Q9HRH4RPZU,truck,7,hodgepodge,31
7771,Object held in hand,23.0,165.0,1897.0,906.0,388CL5C1SMMXTPILHX3UEFENOV3LHY,3ZR9AIQJUF8T713X3Z2UBQ9HJ1104C,A23K0YTNUJ0GKR,truck,7,hodgepodge,37
7772,Object held in hand,471.0,639.0,1158.0,441.0,3LG268AV4B5WCDMWWGSKFOQ927XERY,3AWETUDC96RKHT82SIHQBQMM6Q9IZP,A177WHL80AVLKL,truck,7,hodgepodge,43
7773,Object held in hand,408.0,380.0,1379.0,700.0,39XCQ6V3L133UBVJTRWJ0ZT0TRO65V,35BLDD71IAWP3ZS2RPG9QFCGESLZVJ,A3E7ZJB271LWC4,truck,7,hodgepodge,49
7774,Object held in hand,270.0,6.0,1637.0,1074.0,3IHWR4LC8GC2AD9MTQCB9MTW48HI80,31UV0MXWNUBMAFODLUAAMMFR5R0I5H,A177149MJHLHUO,truck,7,hodgepodge,55
7775,Object held in hand,456.0,460.0,1003.0,620.0,3NZ1E5QA72090NCEPIDRBFFS7S0B5M,3TR2532VITTEOU8X8V5FQT8RE1M6JJ,A1L3AMVT1UIZPD,truck,7,hodgepodge,61
7776,Object held in hand,328.0,352.0,1252.0,717.0,3L2OEKSTXC9O0DORX8YEVANKURIY8P,3KOPY89HMC1FRBLFPT7HJQW74AHJ3N,A3NPSVXD85WT0J,truck,7,hodgepodge,67
7777,Object held in hand,489.0,584.0,1099.0,496.0,3YGE63DIOBW2TJOON33BHYWM0L0W0V,3HMVI3QICNR9CX2ZOPU15KWYJTGY16,A231K1J5MZLQW2,truck,7,hodgepodge,73
7778,Object held in hand,736.0,407.0,1178.0,673.0,3THR0FZ96SS7L648LAYKYOBO0HHOLP,3570Y55XZTI6GCS268F4C704LJNYGW,A3NPSVXD85WT0J,truck,7,hodgepodge,79
7779,Object held in hand,194.0,409.0,1612.0,671.0,33NKDW9FG0H1CBOU9OSHEICUIC8XCN,3OHYZ19UGG4TC7BXELEWEURZ9EFAOP,A3RVHUY67SVXQV,truck,7,hodgepodge,85
7780,Object held in hand,373.0,145.0,1547.0,935.0,371DNNCG571SJRPXN2BFNTV5FPX8T7,3M68NM076L6VMIRAG0EOSKUIOIY6RT,A3E7ZJB271LWC4,truck,7,hodgepodge,91
7781,Object held in hand,560.0,360.0,1354.0,717.0,3TX9T2ZCCC0ZV4UERXG3NXZ8ISNZWU,3E4GGUZ1TCQLHDVE3ETO1VRSDL6K21,A2Q3C8CCWOU009,truck,7,hodgepodge,97
7782,Object held in hand,807.0,376.0,1113.0,704.0,372AGES0J745IDDDRLIC3DBGID8XRQ,3TXD01ZLD8G9NNFD16GE0XXOZQUU4Y,A3SSR32EZYJ8QD,truck,7,hodgepodge,103
7783,Object held in hand,528.0,385.0,1392.0,695.0,3MNJFORX9E3ZD4OUUKZNU56DMQM5FS,3M81GAB8A4I1GTT5ZC6WYA656WWBQ5,A3SSR32EZYJ8QD,truck,7,hodgepodge,109
7784,Object held in hand,420.0,693.0,1107.0,382.0,3R868ACW5VB3YI4ECSCL1UDKO4YGZD,3IFS6Q0HJMINGHMOXQNIFXPJJBKSI5,A2PJBSDDN22XIX,truck,7,hodgepodge,115
7785,Object held in hand,353.0,458.0,1174.0,622.0,3VIVIU06GNBHV2BQNRMUE4UROD6IMO,3M68NM076L6VMIRAG0EOSKUIOIUR6A,A3SSR32EZYJ8QD,truck,7,hodgepodge,121
7786,Object held in hand,570.0,858.0,788.0,222.0,3RHLQY6EEW3KJ16YP9LN1DXEAHG4DG,39LNWE0K4YV3VUESMVIIUY77489UIR,A23K0YTNUJ0GKR,truck,7,hodgepodge,127
7787,Object held in hand,570.0,773.0,1350.0,307.0,3T5ZXGO9EHNUB7YSFOHXV8HMUR8ZQS,3WZ36BJEV7FE89LXGG0R3FHSQ4LBTB,A28BGMSZT2H6LD,truck,7,hodgepodge,133
7788,Object held in hand,318.0,506.0,1602.0,574.0,3UQVX1UPGVGGH3QH9JE4TRGXWEB02N,3VA45EW49RMXIJYXI2L33TYW5K9O1F,A1L3AMVT1UIZPD,truck,7,hodgepodge,139
7789,Object held in hand,378.0,455.0,539.0,219.0,3D4BBDG70KVPWDHGPZLT72NQBH2C3X,35BLDD71IAWP3ZS2RPG9QFCGERVVZN,A3GR8MTLTV0QW6,truck,8,hodgepodge,1
7790,Object held in hand,448.0,489.0,528.0,231.0,3QGTX7BCIS15ILFUVWTUXXMVYVI5ZI,3K9FOBBF2LISQ52PAX398J75DGVNLR,A18R8GG33EVI6C,truck,8,hodgepodge,7
7791,Object held in hand,352.0,407.0,682.0,276.0,3Y3CZJSZANSWGUT3LFZHBUKWPEY5RO,3M0BCWMB8ZV60QPRBL52QZORUXDWBU,A1L3AMVT1UIZPD,truck,8,hodgepodge,13
7792,Object held in hand,460.0,423.0,477.0,281.0,3ZFRE2BDRCDEK4Z412CPPGDFRUUZXO,37TRT2X24UQKU6PS4MMN19UJS2PJB9,A3E7ZJB271LWC4,truck,8,hodgepodge,19
7793,Object held in hand,353.0,453.0,681.0,302.0,3PN6H8C9S7PZLQMFYAVEEGJE2RBADW,3NXNZ5RS1EW8MI9T5TJU7DUKD7L79F,A3GJ43NLKYZ7O,truck,8,hodgepodge,25
7794,Object held in hand,489.0,449.0,583.0,296.0,3R5OYNIC3F8DPJOE9JDQ9FQV4ZUTP9,37TD41K0AL8W3E0O5GRW4URO65ASCB,A39J5RLVDTM6SM,truck,8,hodgepodge,31
7795,Object held in hand,312.0,364.0,761.0,387.0,3HXCEECSRPS3K9PE6YYR8UKOT0OZYU,3U5NZHP4LV1Q7UVCZR13KGJTWE0HPN,A3RVHUY67SVXQV,truck,8,hodgepodge,37
7796,Object held in hand,311.0,406.0,780.0,343.0,3DA79LNS6CU6IUJRBLGJWCNUZ353TA,3L0KT67Y8IF96H1T189L1LJ79UMSYF,A3E7ZJB271LWC4,truck,8,hodgepodge,43
7797,Object held in hand,406.0,451.0,592.0,381.0,35A1YQPVGHFJNVQKVS58X2J52IHI5Z,3U4J9857OIARABOQ3DXQYJPA17J7BK,A3KQEFX15OV461,truck,8,hodgepodge,49
7798,Object held in hand,63.0,342.0,848.0,418.0,33P2GD6NSQRM9J03WXRTZF18ZVWKHS,3F1567XTN04IS0E81SS074BFIX3Q9M,A1CPNA5L0J834N,truck,8,hodgepodge,55
7799,Object held in hand,307.0,325.0,745.0,498.0,32CAVSKPDHOP84K1OMSADFUZKXX1U6,3A7Y0R2P2SNR79ST9IE5Q6LBB4WJXZ,A3S5AA4R3RIEEP,truck,8,hodgepodge,61
7800,Object held in hand,267.0,349.0,696.0,463.0,34OWYT6U4ZG2OISWYIIP9IO7OEZ9IG,3WSELTNVR719PZG5A20V84XM8MMTAK,A3S5AA4R3RIEEP,truck,8,hodgepodge,67
7801,Object held in hand,183.0,324.0,979.0,413.0,37VUR2VJ7DOTMA312V7AJ98TDXUC1B,3O6CYIULEH0LWPYXBCMXVPGFJJ7WU0,A3E7ZJB271LWC4,truck,8,hodgepodge,73
7802,Object held in hand,20.0,296.0,1033.0,522.0,386659BNUOG9SI8LQFEQO86S48Y108,3TXWC2NHN3PU5GTLTWH524QG0L49SA,A1H5Q9HRH4RPZU,truck,8,hodgepodge,79
7803,Object held in hand,0.0,212.0,1003.0,724.0,3G57RS03IK4FCACI6PKGAMCODMM25A,3WETL7AQWX77KC6U0R3NIGD2M9H35G,A1L3AMVT1UIZPD,truck,8,hodgepodge,85
7804,Object held in hand,0.0,304.0,1016.0,776.0,372AGES0J745IDDDRLIC3DBGIDCRXO,3Z4XG4ZF4CQ2NSWAIEHE1GCXVUNX8G,A18R8GG33EVI6C,truck,8,hodgepodge,91
7805,Object held in hand,61.0,279.0,901.0,721.0,3I7KR83SODCTUDIKYL31MY3KGIO9KR,3SNLUL3WO8M5LVMY7YFVMEZZLCQLUJ,A18R8GG33EVI6C,truck,8,hodgepodge,97
7806,Object held in hand,244.0,297.0,723.0,672.0,3QD8LUVX50XGDQFFUE590C6KQVLX5E,3HFNH7HEMLDX7A1GFYYAZLX2MA4GQ9,A2UB4DIAFXKIKU,truck,8,hodgepodge,103
7807,Object held in hand,172.0,389.0,671.0,507.0,3CESM1J3FL2X7UA3PSJSQZ6DDOO6W8,3NAPMVF0Z0EXMYOUKK4FXQM670U27Z,A177149MJHLHUO,truck,8,hodgepodge,109
7808,Object held in hand,221.0,552.0,887.0,412.0,3UL5XDRDOFIQYPE7M6THKDPRZMC85H,3WJEQKOXAC18GF4W8JGL2YERG3ZA1W,A3E7ZJB271LWC4,truck,8,hodgepodge,115
7809,Object held in hand,244.0,385.0,902.0,369.0,33KGGVH25XGHP8EWTR3XXMT3EFGX1W,3COPXFW7XFBH9KWK5C40X8ZLOV1KPR,A17H4056SPXO80,truck,8,hodgepodge,121
7810,Object held in hand,218.0,358.0,786.0,352.0,341YLJU22LYROY7XD93AZVGTI8P2IH,3U4J9857OIARABOQ3DXQYJPA17C7BD,A3SSR32EZYJ8QD,truck,8,hodgepodge,127
7811,Object held in hand,590.0,484.0,345.0,257.0,372AGES0J745IDDDRLIC3DBGID7RXJ,37WLF8U1WTP9ZEEFQG5RR884TPRK6Z,A3SSR32EZYJ8QD,truck,9,hodgepodge,1
7812,Object held in hand,781.0,375.0,320.0,351.0,3I7KR83SODCTUDIKYL31MY3KGIP9KS,384PI804XW0C9M58T0YC9TPNXHXS04,A3E7ZJB271LWC4,truck,9,hodgepodge,7
7813,Object held in hand,753.0,303.0,333.0,344.0,307FVKVSZUE42S5OYWI11LNIO6C47M,3DY46V3X3THAYRTYEARGXDBM056556,A2PJBSDDN22XIX,truck,9,hodgepodge,13
7814,Object held in hand,706.0,331.0,359.0,337.0,3DA79LNS6CU6IUJRBLGJWCNUZ36T31,3FTF2T8WLVHNCXAUD1R6ZTT16YSW94,A2C7EYRPWL8B3L,truck,9,hodgepodge,19
7815,Object held in hand,626.0,329.0,303.0,319.0,3D1UCPY6HJ8NKAR38N5O5GR7LQM83S,3MYYFCXHJ76QI5EIH1RXWIWXQING4S,A1L5H5KX16J1LS,truck,9,hodgepodge,25
7816,Object held in hand,643.0,256.0,337.0,376.0,3EPG8DX9MNPB4HDO8NVS6ZKHOWB5PX,3FTOP5WARJNJAJMI66PYHSY01YEJ09,A17H4056SPXO80,truck,9,hodgepodge,31
7817,Object held in hand,586.0,239.0,373.0,358.0,3T2EL38U1PJ56CYDE6TCYN1BMR6XQP,36ZN444YTVX8IPUVQ969VSFIMM5OIS,A3S5AA4R3RIEEP,truck,9,hodgepodge,37
7818,Object held in hand,691.0,147.0,369.0,405.0,3QMELQS6Z8ASZYTHQY9M30YWL9CR6T,3R5F3LQFV6JUDFJ5QDUVVNI8IZMOZ4,A1DRCYCS1YAPTR,truck,9,hodgepodge,43
7819,Object held in hand,635.0,334.0,388.0,367.0,3Q9SPIIRXMLYUWM6F504648Z97HWAR,3IUZPWIU1S67TTTLHYIVP27HHS6KWO,A1L3AMVT1UIZPD,truck,9,hodgepodge,49
7820,Object held in hand,671.0,318.0,416.0,396.0,3DW3BNF1HKH7WJTMSXBUOBJQCADV8A,3R8YZBNQ9LHEEHQFMVUGT8K9N7IQ7D,A3S5AA4R3RIEEP,truck,9,hodgepodge,55
7821,Object held in hand,807.0,451.0,244.0,310.0,3L7SUC0TUXT6O7UAJ1XO80UV2JT0MF,30MVJZJNHQC16DAV628RA3ZT42TJ96,A1N274L13ZKKI5,truck,9,hodgepodge,61
7822,Object held in hand,715.0,476.0,346.0,299.0,38Z7YZ2SC618GH9IFKTBVDEWYE3IQB,3FIUS151DZ16UL72C2TY57T0GNNGG6,A3GJ43NLKYZ7O,truck,9,hodgepodge,67
7823,Object held in hand,801.0,298.0,313.0,330.0,3IH9TRB0GEYKZDP1U53WUC6OQ2EI1J,3MYYFCXHJ76QI5EIH1RXWIWXQIUG4Z,A2C7EYRPWL8B3L,truck,9,hodgepodge,73
7824,Object held in hand,799.0,261.0,337.0,307.0,3RWO3EJEMK8CGZC570TG3970CG91PE,3XIQGXAUMG7YNERR89P8NGG2KAFX7R,A2C7EYRPWL8B3L,truck,9,hodgepodge,79
7825,Object held in hand,805.0,338.0,299.0,306.0,31ANT7FQOB1JR0F0PANNXQIQ252H55,32RIADZISW3T8AN9C1LELWF0ETDS4K,A2UB4DIAFXKIKU,truck,9,hodgepodge,85
7826,Object held in hand,783.0,236.0,328.0,363.0,3NSCTNUR32M4HD7MJ4DVG4VMPAE5AK,374TNBHA8FUXT1MG94KG6L46R6ZQYM,A3760PCQD2MPIO,truck,9,hodgepodge,91
7827,Object held in hand,863.0,169.0,309.0,333.0,3FI30CQHWNI5JRCSU1NW3LTS3N8B6Z,3X4JMASXCQ8DS0O6IECHJ4FNTTB0BB,A3E7ZJB271LWC4,truck,9,hodgepodge,97
7828,Object held in hand,884.0,240.0,340.0,314.0,39N6W9XWSGM3TSU9G6A2NN4IIAUYG4,3R9WASFE23F0726CRAB58T9UQYVFZ9,A3RVHUY67SVXQV,truck,9,hodgepodge,103
7829,Object held in hand,703.0,364.0,380.0,369.0,3J9UN9O9K6RGNZOPG4KWS82EYPX0JA,3K5TEWLKGZA3893SRLSNQK9QIFGVIF,AKTQD9Y44G495,truck,9,hodgepodge,109
7830,Object held in hand,660.0,298.0,340.0,315.0,3NBFJK3IPKHRZEQ7AJ14LW6G40VGOB,338JKRMM2AYJKQPAA8J6ULUYXSZAHZ,A2FCGEU5RTEWG8,truck,9,hodgepodge,115
7831,Object held in hand,648.0,360.0,264.0,219.0,3R868ACW5VB3YI4ECSCL1UDKO4YZGW,3FTOP5WARJNJAJMI66PYHSY01YS0J4,A2C7EYRPWL8B3L,truck,9,hodgepodge,121
7832,Object held in hand,652.0,316.0,334.0,297.0,3BKZLF9912YU6HONJ2FEH18KOX4QYS,374TNBHA8FUXT1MG94KG6L46R62QYP,A2WPHVMLLEV5ZB,truck,9,hodgepodge,127
7833,Object held in hand,719.0,369.0,275.0,239.0,3D0LPO3EBEYRL5B74PNASWDK9WLOYH,37QW5D2ZRKLURBABO4BR28V5GFF8SD,A1L3AMVT1UIZPD,truck,9,hodgepodge,133
7834,Object held in hand,611.0,387.0,585.0,531.0,3KVQ0UJWQ0K1OQAPK99NYTSDHTDW5I,37ZHEEHM60LM7GKDOKIKG0RYDFW37F,A1L3AMVT1UIZPD,truck,10,hodgepodge,1
7835,Object held in hand,699.0,449.0,590.0,482.0,30Y6N4AHZSVRK78W0LH0968O2VWDR4,3YGXWBAF74GD1TYDFFVE6RBISPFC4W,A3S5AA4R3RIEEP,truck,10,hodgepodge,7
7836,Object held in hand,617.0,374.0,729.0,425.0,3DW3BNF1HKH7WJTMSXBUOBJQCAG8VQ,3I2PTA7R3XT29WXZ5PJPXDPVTRRQKS,AKM6A2R4THEII,truck,10,hodgepodge,13
7837,Object held in hand,447.0,340.0,1001.0,410.0,309D674SI2KUZ8LT4S0ZPLL2Z9JCBS,3I02618YA45VCG1WZQ823V8JQMVPUP,A177149MJHLHUO,truck,10,hodgepodge,19
7838,Object held in hand,733.0,349.0,455.0,407.0,3B623HUYK7PR4RCIY26PDOZJD6LS84,30LB5CDZNG99AYRMOSSK5MMQKW80ZS,A28BGMSZT2H6LD,truck,10,hodgepodge,25
7839,Object held in hand,619.0,320.0,525.0,602.0,3WRKFXQBPE6HPJ046UA58ZHYXNIYIS,373ERPL3YS71OG2MCDMH3UMW8P0RTE,A2WPHVMLLEV5ZB,truck,10,hodgepodge,31
7840,Object held in hand,568.0,2.0,935.0,1078.0,3OB6JN3AATOUO1E9DEG3SWVIB9MMRT,39GHHAVOMJQ0974JP7C0TVODI9IJ4B,A3SSR32EZYJ8QD,truck,10,hodgepodge,37
7841,Object held in hand,453.0,336.0,1290.0,589.0,3CO05SML8Y4XLN72O9T5UZO586Q0R1,3I02618YA45VCG1WZQ823V8JQMXUPW,A1L3AMVT1UIZPD,truck,10,hodgepodge,43
7842,Object held in hand,405.0,294.0,1205.0,456.0,3CO05SML8Y4XLN72O9T5UZO586O0RZ,3RXPCZQMQTA9Q6HZUJ8VYKPUEY4G16,APV5E6BOHVUG6,truck,10,hodgepodge,49
7843,Object held in hand,495.0,292.0,1048.0,524.0,3J94SKDELLO2FKAY3E4X653SAD95DK,3TYCR1GOTGIM7UG8DLE336EENU7LZA,A1XYZ59F32389B,truck,10,hodgepodge,55
7844,Object held in hand,388.0,170.0,1283.0,668.0,3WKGUBL7T2L3HDUQ2QJBKQ5JJQG4LU,3UNH76FOCW468MOOHBDZPCK1H5SYMX,A2UB4DIAFXKIKU,truck,10,hodgepodge,61
7845,Object held in hand,261.0,303.0,1566.0,777.0,389A2A305RHTFLIJ6C3A54PJ85NC07,33PPUNGG3C4XASBLI5BZPINDTM3RZD,A23K0YTNUJ0GKR,truck,10,hodgepodge,67
7846,Object held in hand,451.0,697.0,1062.0,383.0,32TZXEA1POJQR6QM9G1S0BW5LKB41O,3Y5140Z9D1FQ3P6W59JOKSK8WR8IPA,A231K1J5MZLQW2,truck,10,hodgepodge,73
7847,Object held in hand,679.0,900.0,811.0,180.0,3PKVGQTFJKJUII3NWH4EMRIPKJ2YRX,31HQ4X3T3W9P6IUUITKV7DHB0EZSL2,A1L3AMVT1UIZPD,truck,10,hodgepodge,79
7848,Object held in hand,467.0,632.0,1453.0,448.0,38EHZ67RJPR3ZB5VX3MRTSHB90FGMV,3K2755HG5W2X411GZSM8H1QR2GDFD2,A2C7EYRPWL8B3L,truck,10,hodgepodge,85
7849,Object held in hand,718.0,704.0,807.0,376.0,3S1WOPCJGJSFEP3JOBJBDX4ISQ4JEC,32N49TQG3KHO2RKUFX0A9ML757YAVD,A2PJBSDDN22XIX,truck,10,hodgepodge,91
7850,Object held in hand,920.0,389.0,718.0,691.0,3FJ2RVH2625YDXEU9FXXM2HQZI3926,3KRVW3HTZRK9C0CFI5LA7QW00KYMS9,A1H5Q9HRH4RPZU,truck,10,hodgepodge,97
7851,Object held in hand,490.0,267.0,1048.0,795.0,3A9LA2FRXVDSTJZAVG6IP99AV4DXHW,3SNVL38CI8RYFVNG07IUD80EPCPKCG,A2WPHVMLLEV5ZB,truck,10,hodgepodge,103
7852,Object held in hand,562.0,346.0,873.0,568.0,3P520RYKDK5OWMLKP9UMG57GWD6U5L,34Q075JO11CCF26EGHJSDS2E7HV104,A3E7ZJB271LWC4,truck,10,hodgepodge,109
7853,Object held in hand,796.0,531.0,500.0,511.0,38XPGNCKIWZ6DI6KGULH7Z3LAOJ4VE,3KB8R4ZV1I6A34ZRWG1K4W230A4BGT,A177WHL80AVLKL,truck,10,hodgepodge,115
7854,Object held in hand,573.0,635.0,858.0,422.0,375VMB7D5MIER85DAYNRVE7XFZFID7,3E13VNJ1NRUNMXNUK78YJW2ATB1I15,A1L3AMVT1UIZPD,truck,10,hodgepodge,121
7855,Object held in hand,774.0,478.0,454.0,458.0,3IWA71V4ULFCWUFTZXFESIKKMQSX6Q,3LRLIPTPEU8AMGQIGTM37DAQP8EAKC,A3SSR32EZYJ8QD,truck,10,hodgepodge,127
7856,Object held in hand,542.0,349.0,815.0,275.0,3MQY1YVHT6JH1QTR7ZBTD8CGNI92BC,3KYQYYSHYZ6RAEE9YV5Y4VZ5UHFOD8,A72ON2HDM22OZ,truck,11,hodgepodge,1
7857,Object held in hand,557.0,314.0,862.0,294.0,3FJ2RVH2625YDXEU9FXXM2HQZI5291,3PW9OPU9PUJJBC9SV4N6WGVT4FC21M,A3KQEFX15OV461,truck,11,hodgepodge,7
7858,Object held in hand,601.0,213.0,785.0,358.0,3CKVGCS3QJ49M27F3YTAK9T1U860SM,3YWRV122CWYA6O2FD96RH9DT1BJU8W,A1CPNA5L0J834N,truck,11,hodgepodge,13
7859,Object held in hand,742.0,175.0,522.0,576.0,3SNR5F7RA5SJJEJD6TYB1WPIFBIEIY,3U5JL4WY5O814R986BR1K4WST8QX48,AKTQD9Y44G495,truck,11,hodgepodge,19
7860,Object held in hand,892.0,0.0,326.0,863.0,33W1NHWFZKK73NQKWSBS0DS9EY5ZT4,36DSNE9QZ9X4D0E18RR97TUIZ15OJF,A2Q3C8CCWOU009,truck,11,hodgepodge,25
7861,Object held in hand,839.0,0.0,326.0,892.0,3T8DUCXY1Q5SXW87SUHTNPQGZVFT9H,3U5NZHP4LV1Q7UVCZR13KGJTWEOHPB,A1CPNA5L0J834N,truck,11,hodgepodge,31
7862,Object held in hand,452.0,129.0,791.0,813.0,33KGGVH25XGHP8EWTR3XXMT3EFEX1U,3HUTX6F6VYM474GT16LH8C81XQ6O2F,A3E7ZJB271LWC4,truck,11,hodgepodge,37
7863,Object held in hand,343.0,247.0,1046.0,485.0,3HRWUH63RX1B1W1BS8I02AFMOHAN5J,3570Y55XZTI6GCS268F4C704LJFGY6,A2C7EYRPWL8B3L,truck,11,hodgepodge,43
7864,Object held in hand,381.0,23.0,984.0,767.0,3UY4PIS8RUKCDE0SRLGOZK25C191NJ,3VJ40NV2QMMYR3A6KL5D9ZHRX35OTT,A72ON2HDM22OZ,truck,11,hodgepodge,49
7865,Object held in hand,549.0,2.0,780.0,1007.0,32LAQ1JNUCOQHOWAQ5CKJLDUCGQUTA,37TD41K0AL8W3E0O5GRW4URO661CSO,A2C7EYRPWL8B3L,truck,11,hodgepodge,55
7866,Object held in hand,695.0,309.0,471.0,464.0,3WUVMVA7PE22ORRBQSKB582HQ9HAZR,3LPW2N6LKX1RJ6JDFBZO5P32ZLIU5U,A2PJBSDDN22XIX,truck,11,hodgepodge,61
7867,Object held in hand,757.0,325.0,337.0,378.0,3DQYSJDTZOAG99885FYC46CX3OLXEG,3SBEHTYCWR2KC3YXWWF7XJDK0WLYIU,A1L3AMVT1UIZPD,truck,11,hodgepodge,67
7868,Object held in hand,822.0,261.0,270.0,405.0,3QO7EE373RMYT9VC9A1U9QAJ3OGBQS,3A4NIXBJ7AYM8NHPYWO9V4I58P5LM7,A1MUN8LUN7UUO9,truck,11,hodgepodge,73
7869,Object held in hand,688.0,73.0,359.0,714.0,3W9XHF7WHNUCESRYWR8IDY4WAPOKTZ,36AHBNMV1VB34SIB4IEW6MX78QKDYC,A38USNFPASG5WW,truck,11,hodgepodge,79
7870,Object held in hand,753.0,1.0,271.0,960.0,3X4Q1O9UCKL86LF6HGXAFJTN5XEO7I,3PJUZCGDJAFCMWECFYB0LDQFORY98B,A23K0YTNUJ0GKR,truck,11,hodgepodge,85
7871,Object held in hand,816.0,86.0,373.0,989.0,3BKZLF9912YU6HONJ2FEH18KOX1QYP,3S4AW7T80FH64XSJSSOD9A15MZ14LE,AUIK13430ZBOH,truck,11,hodgepodge,91
7872,Object held in hand,765.0,88.0,438.0,992.0,39O6Z4JLY5WXBKUU05NM4A0J3JPXVN,30OG32W0SYAEKZSXTBG5VOHL4JDENE,AF2RVFRGP7GXX,truck,11,hodgepodge,97
7873,Object held in hand,473.0,148.0,946.0,761.0,3U18MJKL2XLW0HAQ7I58GGLWGYYNCT,36H9ULYP66TA7N189O8JKZL470GFJM,A3KQEFX15OV461,truck,11,hodgepodge,103
7874,Object held in hand,281.0,37.0,968.0,861.0,37VUR2VJ7DOTMA312V7AJ98TDXT1CZ,3D3VGR7TA4EWPZ4SXYGQLHIYER33RR,A2C7EYRPWL8B3L,truck,11,hodgepodge,109
7875,Object held in hand,382.0,2.0,710.0,1078.0,3ZUE82NE1D0I0M7WSI6Q6PG4OGPF86,333U7HK6IDED93NCIIDTWZIJVNQDJZ,A1CPNA5L0J834N,truck,11,hodgepodge,115
7876,Object held in hand,847.0,1.0,496.0,1066.0,38B7Q9C29J4MVYXVWH90CFY2FN396L,378XPAWRUGCJGL0UGQ1RUXVDX4WIAG,A177WHL80AVLKL,truck,11,hodgepodge,121
7877,Object held in hand,742.0,117.0,405.0,878.0,386659BNUOG9SI8LQFEQO86S48X016,3OS4RQUCRDE4P43WLWV2MB2RZV9FB3,A1L3AMVT1UIZPD,truck,11,hodgepodge,127
7878,Object held in hand,637.0,278.0,486.0,655.0,3R16PJFTT6QSX7C8HQ7A5QS4UQCK48,3QRYMNZ7F2GG9IAUJ650UAHM7TWNT9,A1L3AMVT1UIZPD,truck,11,hodgepodge,133
7879,Object held in hand,342.0,305.0,822.0,274.0,3EFNPKWBNVN52LM0DJS9C1LP2S930Z,3P59JYT76PJKKWL1XN7G2MEOWYVT2E,A3760PCQD2MPIO,truck,12,hodgepodge,1
7880,Object held in hand,365.0,274.0,830.0,352.0,3ZQX1VYFUG4C6ZKPRLPGTJPIGHG8OL,37Q970SNZI7CGBQQPJ2CNY8X290S14,A32F420NFLF032,truck,12,hodgepodge,7
7881,Object held in hand,557.0,66.0,404.0,659.0,3OEWW2KGRMAONUGG8T0WFB3JR8COD6,3WOKGM4L75FXBUDFMJH3POFM0SSO01,A72ON2HDM22OZ,truck,12,hodgepodge,13
